103;292
103;294
103;295
114;251
114;252
114;253
118;284
118;285
118;286
122;316
204;254
204;255
204;256
211;308
212;302
234;249
234;250
266;287
266;288
266;289
267;268
298;299
1014;277
1022;315
102;3000
102;3001
102;3002
102;3003
102;3004
102;3005
102;3006
102;3007
102;3008
102;3009
102;3010
102;3011
102;3012
102;3013
102;3014
102;3015
102;3016
102;3017
102;3018
102;3019
102;3020
102;3021
102;3022
102;3023
102;3024
102;3025
102;3026
102;3027
102;3028
102;3029
102;3030
102;3031
102;3032
102;3033
102;3034
102;3035
102;3036
102;3037
102;3038
102;3039
102;3040
102;3041
102;3042
102;3043
102;3044
102;3045
102;3046
102;3047
102;3048
102;3049
102;3050
102;3051
102;3052
102;3053
102;3054
102;3055
102;3056
102;3057
102;3058
102;3059
102;3060
102;3061
102;3062
102;3063
102;3064
102;3065
102;3066
102;3067
102;3068
102;3069
102;3070
102;3071
102;3072
102;3073
102;3074
102;3075
102;3076
102;3077
102;3078
102;3079
102;3080
102;3081
102;3082
102;3083
102;3084
102;3085
102;3086
102;3087
102;3088
102;3089
102;3090
102;3091
102;3092
102;3093
102;3094
102;3095
102;3096
102;3097
102;3098
102;3099
102;3100
102;3101
102;3102
102;3103
102;3104
102;3105
102;3106
102;3107
102;3108
102;3109
102;3110
102;3111
102;3112
102;3113
102;3114
102;3115
102;3116
102;3117
102;3118
102;3119
102;3120
102;3121
102;3122
102;3123
102;3124
102;3125
102;3126
102;3127
102;3128
102;3129
102;3130
102;3131
102;3132
102;3133
102;3134
102;3135
102;3136
102;3137
102;3138
102;3139
102;3140
102;3141
102;3142
102;3143
102;3144
102;3145
102;3146
102;3147
102;3148
102;3149
102;3150
102;3151
102;3152
102;3153
102;3154
102;3155
102;3156
102;3157
102;3158
102;3159
102;3160
102;3161
102;3162
102;3163
102;3164
102;3165
102;3166
102;3167
102;3168
102;3169
102;3170
102;3171
102;3172
102;3173
102;3174
102;3175
102;3176
102;3177
102;3178
102;3179
102;3180
102;3181
102;3182
102;3183
102;3184
102;3185
102;3186
102;3187
102;3188
102;3189
102;3190
102;3191
102;3192
102;3193
102;3194
102;3195
102;3196
102;3197
102;3198
102;3199
102;3200
102;3201
102;3202
102;3203
102;3204
102;3205
102;3206
102;3207
102;3208
102;3209
102;3210
102;3211
102;3212
102;3213
102;3214
102;3215
102;3216
102;3217
102;3218
102;3219
102;3220
102;3221
102;3222
102;3223
102;3224
102;3225
102;3226
102;3227
102;3228
102;3229
102;3230
102;3231
102;3232
102;3233
102;3234
102;3235
102;3236
102;3237
102;3238
102;3239
102;3240
102;3241
102;3242
102;3243
102;3244
102;3245
102;3246
102;3247
102;3248
102;3249
102;3250
102;3251
102;3252
102;3253
102;3254
102;3255
102;3256
102;3257
102;3258
102;3259
102;3260
102;3261
102;3262
102;3263
102;3264
102;3265
102;3266
102;3267
102;3268
102;3269
102;3270
102;3271
102;3272
102;3273
102;3274
102;3275
102;3276
102;3277
102;3278
102;3279
102;3280
102;3281
102;3282
102;3283
102;3284
102;3285
102;3286
102;3287
102;3288
102;3289
102;3290
102;3291
102;3292
102;3293
102;3294
102;3295
102;3296
102;3297
102;3298
102;3299
102;3300
102;3301
102;3302
102;3303
102;3304
102;3305
102;3306
102;3307
102;3308
102;3309
102;3310
102;3311
102;3312
102;3313
102;3314
102;3315
102;3316
102;3317
102;3318
102;3319
102;3320
102;3321
102;3322
102;3323
102;3324
102;3325
102;3326
102;3327
102;3328
102;3329
102;3330
102;3331
102;3332
102;3333
102;3334
102;3335
102;3336
102;3337
102;3338
102;3339
102;3340
102;3341
102;3342
102;3343
102;3344
102;3345
102;3346
102;3347
102;3348
102;3349
102;3350
102;3351
102;3352
102;3353
102;3354
102;3355
102;3356
102;3357
102;3358
102;3359
102;3360
102;3361
102;3362
102;3363
102;3364
102;3365
102;3366
102;3367
102;3368
102;3369
102;3370
102;3371
102;3372
102;3373
102;3374
102;3375
102;3376
102;3377
102;3378
102;3379
102;3380
102;3381
102;3382
102;3383
102;3384
102;3385
102;3386
102;3387
102;3388
102;3389
102;3390
102;3391
102;3392
102;3393
102;3394
102;3395
102;3396
102;3397
102;3398
102;3399
102;3400
1500;4000
1500;4001
1500;4002
1500;4003
1500;4004
1500;4005
1500;4006
1500;4007
1500;4008
1500;4009
1500;4010
1500;4011
1500;4012
1500;4013
1500;4014
1500;4015
1500;4016
1500;4017
1500;4018
1500;4019
1500;4020
1500;4021
1500;4022
1500;4023
1500;4024
1500;4025
1500;4026
1500;4027
1500;4028
1500;4029
1500;4030
1500;4031
1500;4032
1500;4033
1500;4034
1500;4035
1500;4036
1500;4037
1500;4038
1500;4039
1500;4040
